defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Assembly_Station,Shift,Inspector_ID,Defect_Present,Total_Units_Produced,Units_Passed_First_Time,Units_Reworked,Units_Rejected,Specific_Defect_Type,Root_Cause,Corrective_Action,Preventive_Action,Implementation_Status,Defect_Risk_Probability
936,7,Cosmetic,10/04/2025,Component,Moderate,Automated Testing,604.72,dial,2,I-103,0,266,234,34,-2,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8216
937,94,Structural,12/18/2025,Internal,Critical,Manual Testing,749.05,case,3,I-102,1,346,322,39,-15,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8139
938,38,Structural,12/08/2025,Surface,Minor,Manual Testing,499.34,dial,2,I-101,0,146,142,12,-8,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7716
939,92,Cosmetic,10/17/2025,Internal,Moderate,Visual Inspection,590.85,case,1,I-103,1,345,287,35,23,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8269
940,29,Functional,12/01/2025,Internal,Minor,Manual Testing,355.6,case,2,I-104,1,226,162,10,54,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8508
941,46,Structural,09/27/2025,Component,Minor,Visual Inspection,266.97,movement,1,I-101,1,246,175,22,49,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7571
942,46,Structural,01/28/2026,Surface,Critical,Visual Inspection,160.08,dial,1,I-101,1,217,169,17,31,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7874
943,79,Cosmetic,12/17/2025,Internal,Moderate,Manual Testing,827.64,movement,2,I-104,0,498,478,14,6,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8352
944,72,Functional,11/10/2025,Surface,Minor,Manual Testing,19.83,dial,3,I-102,1,481,407,21,53,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8221
945,10,Cosmetic,01/23/2026,Surface,Minor,Visual Inspection,989.49,dial,2,I-104,1,251,194,12,45,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8576
946,87,Cosmetic,11/02/2025,Internal,Minor,Manual Testing,133.9,strap,1,I-101,1,171,138,23,10,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.6943
947,6,Cosmetic,11/02/2025,Internal,Moderate,Visual Inspection,739.33,dial,1,I-104,0,462,400,19,43,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8685
948,70,Structural,10/17/2025,Component,Moderate,Automated Testing,947.83,movement,2,I-103,1,236,208,11,17,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7948
949,60,Structural,12/11/2025,Surface,Critical,Automated Testing,743.44,case,3,I-104,1,274,203,16,55,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8387
950,23,Structural,10/24/2025,Surface,Critical,Automated Testing,534.79,dial,3,I-101,1,388,377,39,-28,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.755
951,2,Functional,02/07/2026,Internal,Moderate,Visual Inspection,479.56,strap,1,I-104,1,118,100,3,15,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8019
952,23,Structural,10/27/2025,Surface,Critical,Visual Inspection,87.89,movement,1,I-102,1,294,216,42,36,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8238
953,81,Functional,11/26/2025,Surface,Minor,Manual Testing,571.61,dial,3,I-104,1,429,407,56,-34,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.846
954,46,Structural,02/16/2026,Surface,Moderate,Visual Inspection,485.1,movement,2,I-102,1,274,197,24,53,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.81
955,85,Functional,10/29/2025,Internal,Minor,Manual Testing,289.68,strap,1,I-103,1,453,432,47,-26,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7558
956,43,Functional,10/31/2025,Surface,Critical,Manual Testing,962.48,strap,1,I-102,1,240,234,2,4,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7731
957,13,Structural,01/26/2026,Internal,Minor,Automated Testing,13.19,movement,3,I-104,1,345,309,19,17,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8221
958,25,Structural,12/03/2025,Component,Critical,Visual Inspection,298.81,dial,2,I-101,1,484,443,58,-17,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.7716
959,53,Cosmetic,12/27/2025,Component,Critical,Automated Testing,916.49,case,3,I-102,1,192,152,4,36,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8139
960,59,Cosmetic,11/18/2025,Internal,Critical,Automated Testing,15.96,strap,2,I-103,0,338,325,16,-3,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7384
961,3,Structural,11/28/2025,Component,Moderate,Visual Inspection,383.65,dial,2,I-102,1,304,257,27,20,Movement error,Calibration issue,Reset machine,Daily checks,Pending,0.8352
962,78,Cosmetic,09/30/2025,Component,Critical,Manual Testing,612.25,dial,2,I-102,1,147,133,6,8,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8352
963,51,Cosmetic,01/25/2026,Component,Minor,Automated Testing,142.0,case,1,I-102,1,344,329,48,-33,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8402
964,45,Functional,10/14/2025,Component,Critical,Manual Testing,685.35,strap,3,I-103,0,419,407,11,1,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.7202
965,45,Functional,02/21/2026,Internal,Critical,Visual Inspection,358.46,strap,3,I-104,1,416,388,50,-22,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.771
966,54,Functional,11/28/2025,Internal,Moderate,Visual Inspection,310.35,dial,2,I-102,1,394,309,31,54,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8352
967,81,Functional,11/12/2025,Internal,Moderate,Manual Testing,610.75,dial,1,I-102,1,227,220,26,-19,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8475
968,92,Structural,11/02/2025,Internal,Moderate,Visual Inspection,523.61,case,1,I-101,1,443,388,23,32,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7781
969,6,Structural,11/14/2025,Surface,Minor,Manual Testing,945.17,case,3,I-103,1,381,365,31,-15,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.799
970,33,Structural,09/28/2025,Internal,Minor,Visual Inspection,708.97,strap,1,I-102,0,116,103,15,-2,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7731
971,50,Cosmetic,12/07/2025,Component,Minor,Automated Testing,309.87,movement,1,I-103,0,170,133,12,25,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.8095
972,97,Cosmetic,09/04/2025,Surface,Critical,Manual Testing,565.48,strap,2,I-102,1,368,295,22,51,Movement error,Calibration issue,Reset machine,Daily checks,Completed,0.7565
973,14,Structural,02/13/2026,Surface,Critical,Automated Testing,859.52,dial,1,I-104,1,424,362,36,26,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8685
974,39,Cosmetic,09/21/2025,Internal,Critical,Manual Testing,140.02,strap,2,I-104,1,381,350,42,-11,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7869
975,3,Functional,09/01/2025,Component,Moderate,Automated Testing,626.35,movement,3,I-102,1,404,318,29,57,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.7955
976,79,Cosmetic,01/17/2026,Component,Moderate,Visual Inspection,807.32,case,1,I-104,1,106,91,14,1,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8621
977,96,Structural,02/07/2026,Internal,Critical,Automated Testing,888.55,movement,3,I-102,1,413,329,21,63,Case damage,Machine fault,Replace part,Routine maintenance,Completed,0.7955
978,57,Functional,09/29/2025,Component,Moderate,Automated Testing,440.85,movement,3,I-104,1,404,375,30,-1,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8221
979,1,Functional,09/11/2025,Internal,Critical,Manual Testing,652.97,movement,1,I-101,1,202,167,23,12,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.7571
980,39,Functional,10/30/2025,Internal,Moderate,Visual Inspection,725.44,case,1,I-101,0,408,294,43,71,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7781
981,75,Cosmetic,09/16/2025,Internal,Minor,Manual Testing,843.66,movement,3,I-101,1,292,217,38,37,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7216
982,9,Cosmetic,11/14/2025,Component,Moderate,Visual Inspection,611.8,movement,1,I-103,1,340,243,50,47,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8095
983,76,Functional,01/15/2026,Surface,Moderate,Automated Testing,712.12,movement,2,I-103,0,161,135,11,15,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.7948
984,43,Functional,02/21/2026,Internal,Critical,Manual Testing,941.33,dial,2,I-101,1,116,84,2,30,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7716
985,99,Functional,10/03/2025,Internal,Critical,Automated Testing,112.15,movement,1,I-103,1,270,197,3,70,Loose strap,Improper torque,Recalibrate tool,Set SOP,Completed,0.8095
986,47,Structural,10/09/2025,Internal,Moderate,Automated Testing,284.7,case,3,I-104,1,124,119,13,-8,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8387
987,26,Cosmetic,01/21/2026,Internal,Minor,Visual Inspection,694.09,movement,1,I-102,1,350,330,46,-26,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8238
988,50,Cosmetic,10/06/2025,Surface,Moderate,Automated Testing,102.98,movement,1,I-102,1,352,290,14,48,Case damage,Machine fault,Replace part,Routine maintenance,In Progress,0.8238
989,11,Cosmetic,09/01/2025,Component,Critical,Visual Inspection,398.32,case,3,I-102,1,486,474,15,-3,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8139
990,45,Cosmetic,02/10/2026,Component,Critical,Manual Testing,576.07,movement,3,I-101,1,306,214,5,87,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.7216
991,10,Cosmetic,02/07/2026,Internal,Minor,Visual Inspection,51.79,case,2,I-103,1,128,111,16,1,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8134
992,7,Cosmetic,09/25/2025,Internal,Critical,Visual Inspection,426.31,movement,3,I-104,1,216,188,11,17,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8221
993,83,Functional,11/13/2025,Internal,Critical,Manual Testing,808.65,case,2,I-104,0,381,315,25,41,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.8508
994,77,Cosmetic,10/12/2025,Component,Minor,Visual Inspection,970.37,movement,3,I-101,0,479,388,38,53,Loose strap,Improper torque,Recalibrate tool,Set SOP,In Progress,0.7216
995,41,Cosmetic,09/28/2025,Internal,Moderate,Automated Testing,67.54,movement,1,I-104,1,243,201,30,12,Dial scratch,Handling error,Operator training,Visual inspection,In Progress,0.8475
996,25,Structural,10/31/2025,Component,Minor,Automated Testing,813.14,dial,2,I-104,1,124,101,12,11,Dial scratch,Handling error,Operator training,Visual inspection,Pending,0.8576
997,23,Functional,11/20/2025,Component,Moderate,Automated Testing,944.07,dial,2,I-104,1,409,369,39,1,Loose strap,Improper torque,Recalibrate tool,Set SOP,Pending,0.8576
998,17,Structural,09/16/2025,Component,Minor,Automated Testing,401.12,movement,2,I-104,1,255,188,8,59,Movement error,Calibration issue,Reset machine,Daily checks,In Progress,0.8352
999,96,Cosmetic,02/20/2026,Internal,Moderate,Manual Testing,775.63,movement,1,I-103,0,172,129,14,29,Dial scratch,Handling error,Operator training,Visual inspection,Completed,0.8095
1000,1,Cosmetic,11/22/2025,Component,Minor,Visual Inspection,963.4,strap,1,I-104,1,219,164,24,31,Case damage,Machine fault,Replace part,Routine maintenance,Pending,0.8019
